"id","candidate_list_id","proposition_id","creation_date","update_date","comment_candidate_list","comment_association","status","candidat_e","cityId","city","proposition","category","category_id"
"316","12","34","2026-01-18 19:01:51","2026-01-18 19:01:51","Je pense que le premier date de 2012....",NULL,"accepted","Gwenaël Lamarque","15","Le Bouscat","Elaborer un plan vélo à l’échelle de ma commune","Elaborer un Plan vélo","7"
"317","12","36","2026-01-18 19:01:51","2026-01-18 19:01:51","Au quotidien.",NULL,"accepted","Gwenaël Lamarque","15","Le Bouscat","Communiquer favorablement et régulièrement sur le vélo","Elaborer un Plan vélo","7"
"318","12","37","2026-01-18 19:01:51","2026-01-18 19:01:51","Nous sommes toujours dans un esprit de dialogue au Bouscat, même si nous devons entendre tout le monde, cyclistes, piétons, trottinettistes, motards et automobilistes.",NULL,"accepted","Gwenaël Lamarque","15","Le Bouscat","Organiser des rencontres avec les associations","Elaborer un Plan vélo","7"
"319","11","23","2026-01-20 10:12:26","2026-02-23 11:18:58",NULL,NULL,"accepted","Claire Layan","15","Le Bouscat","Proposer une offre simplifiée, unique, sans abonnement, permettant l’accès à l’ensemble du stationnement de la métropole","Intermodalité et stationnements","5"
"320","11","30","2026-01-20 10:12:26","2026-01-20 10:12:26","A étudier au cas par cas, en fonction de l'espace disponible.",NULL,"accepted","Claire Layan","15","Le Bouscat","Généraliser les arrêts de bus flottants","Guide aménagements Sécurité et confort","6"
"321","11","2","2026-01-20 10:14:11","2026-02-23 11:18:58",NULL,NULL,"accepted","Claire Layan","15","Le Bouscat","Accélérer le déploiement du ReVE pour tenir l’échéance de livraison fixée à 2030","Circuler dans la Métropole","1"
"322","66","1","2026-01-26 12:31:49","2026-01-26 12:40:26","Notre liste adhere a 100% au developpement du ReVE.",NULL,"accepted","Philippe Jaouen","22","Pessac","Poursuivre le développement du ReVE en respectant l’ambition et les standards votés en 2021.","Circuler dans la Métropole","1"
"323","66","2","2026-01-26 12:31:49","2026-01-26 12:40:26","Des inquiétudes subsistent quant au report de certaines opérations et au manque d’études sur des
secteurs sensibles.",NULL,"accepted","Philippe Jaouen","22","Pessac","Accélérer le déploiement du ReVE pour tenir l’échéance de livraison fixée à 2030","Circuler dans la Métropole","1"
"324","66","4","2026-01-26 12:31:49","2026-01-26 12:40:26","Dans plusieurs communes où la règle a été étendue, des habitants estiment que la limitation à 30 km/h est disproportionnée, notamment sur des axes larges ou peu fréquentés. Ils jugent qu’elle ne prend pas en compte la réalité locale ou la typologie des voies. [ruralites2024.fr]",NULL,"refused","Philippe Jaouen","22","Pessac","Soutenir la mise en place et la communication pour une métropole à 30 km/h","Circuler dans la Métropole","1"
"325","66","5","2026-01-26 12:31:49","2026-01-26 12:46:41","Cette mesure permettrait d'officialiser une pratique illégale de nombreux cyclistes et de rendre les
conducteurs plus vigilants.",NULL,"accepted","Philippe Jaouen","22","Pessac","Généraliser le panneau M12 au grand format","Circuler dans la Métropole","1"
"326","66","6","2026-01-26 12:31:49","2026-01-26 12:46:41","Refonte du financement pour prise en charge par la Metropole.",NULL,"accepted","Philippe Jaouen","22","Pessac","Renforcer le Service Modes Actifs en moyens humains, financiers, et décisionnels.","Circuler dans la Métropole","1"
"327","66","7","2026-01-26 12:31:49","2026-01-26 12:46:41","Le nombre d'accidents cyclistes sera réduit, par un balisage clair et des aménagements dédiés, en
évitant le report des cyclistes sur des voies dangereuses non adaptées.",NULL,"accepted","Philippe Jaouen","22","Pessac","Créer et mettre en place une charte de chantier pour prendre en compte les cyclistes et les piéton⋅nes lors des travaux de voirie","Circuler dans la Métropole","1"
"328","66","38","2026-01-26 12:31:49","2026-01-26 12:46:41","Seules les séparations physiques protègent réellement les cyclistes, notamment durant les trajets
de nuit.",NULL,"accepted","Philippe Jaouen","22","Pessac","Soutenir la création d’une piste cyclable en site propre sur les boulevards","Circuler dans la Métropole","1"
"329","66","39","2026-01-26 12:31:49","2026-01-26 12:46:41","Sur Pessac, il existe de nombreux exemples concrets ou les traversées de rocade sont problématiques.
L'une d'entre elles est sur le trajet depuis Magonty vers le lycée Pape Clement, empêchant les lycéens de se déplacer en securite a vélo.",NULL,"accepted","Philippe Jaouen","22","Pessac","Améliorer les traversées dangereuses au-dessus de la rocade","Circuler dans la Métropole","1"
"330","66","8","2026-01-26 12:31:49","2026-01-26 12:46:41","Faire de Pessac une ville innovante se tournant vers les modèles de circulation hollandais ou la
voiture n'a aucune priorité en ville.",NULL,"accepted","Philippe Jaouen","22","Pessac","Privilégier dans l’ordre piéton⋅nes, vélos, transports en commun, puis l’espace alloué à la voiture individuelle","Circuler dans mon Quartier","2"
"331","66","9","2026-01-26 12:31:49","2026-01-26 12:46:41","Attention à l'etude de l'impact de tels plans ce circulation qui ne devraient être mis en place que
sur des tronçons redondants afin de ne pas créer de bouchons par report de circulation.",NULL,"accepted","Philippe Jaouen","22","Pessac","Repenser les plans de circulation de chaque quartier en limitant le transit motorisé","Circuler dans mon Quartier","2"
"332","66","10","2026-01-26 12:31:49","2026-01-26 12:46:41","Ce dispositif est potentiellement accidentogène, les automobilistes ne respectant pas
nécessairement les consignes nouvelles du velorue.",NULL,"refused","Philippe Jaouen","22","Pessac","Connecter les quartiers au ReVE ou aux grandes pistes de la métropole avec des aménagements cyclables tels que des vélorues.","Circuler dans mon Quartier","2"
"333","66","11","2026-01-26 12:31:49","2026-01-26 12:46:41","Quid de l'entretien à long terme ?
Cela semble anecdotique et difficilement deployable à l'echelle d'une grande commune comme Pessac.",NULL,"refused","Philippe Jaouen","22","Pessac","Marquer les entrées de quartier pour créer un effet de porte très lisible","Circuler dans mon Quartier","2"
"334","66","12","2026-01-26 12:31:49","2026-01-26 12:59:48",NULL,NULL,"accepted","Philippe Jaouen","22","Pessac","Augmenter l'espace consacré aux modes actifs en diminuant notamment le stationnement en voirie.","Circuler dans mon Quartier","2"
"335","66","13","2026-01-26 12:31:49","2026-01-26 12:46:41","Tant que l'offre en pistes cyclables n'est pas suffisante, comme à Pessac, laisser les couloirs partages
permet d'offrir une solution alternative minimale.",NULL,"refused","Philippe Jaouen","22","Pessac","Éviter les couloirs partagés Bus/vélo","Circuler dans mon Quartier","2"
"336","66","14","2026-01-26 12:31:49","2026-01-26 12:46:41","Considérant la topologie de la ville de Pessac, s'etirant en longueur, la piétonisation n'apporterait
pas énormément de valeur ajoutée, en regard de l'impact économique et de circulation des
moyens doux.",NULL,"refused","Philippe Jaouen","22","Pessac","Développer des cœurs de quartier piéton ainsi que des trames piétonnes","Les piétons","3"
"337","66","15","2026-01-26 12:31:49","2026-01-26 12:46:41","Les cyclistes expérimentés savent circuler en sécurité dans des axes pietons.
Pour les autres, meme l'existence de piste cyclable dédiée ne garantit pas leur usage.",NULL,"refused","Philippe Jaouen","22","Pessac","Proposer une alternative cyclable aux principaux axes piétons","Les piétons","3"
"338","66","16","2026-01-26 12:31:49","2026-01-26 12:59:48",NULL,NULL,"accepted","Philippe Jaouen","22","Pessac","Généraliser les trottoirs traversants","Les piétons","3"
"339","66","17","2026-01-26 12:31:49","2026-01-26 12:46:41","Pas dans le plan velo. Envisageable pour les personnes à mobilité réduite mais à quelle échelle?",NULL,"accepted","Philippe Jaouen","22","Pessac","Réaliser des trottoirs plats","Les piétons","3"
"340","66","18","2026-01-26 12:31:49","2026-01-26 12:46:41","Eduquer les enfants dès leur plus jeune age leur permet de se familiariser avec ce mode de
déplacement.
De plus, il est prouvé que l'habileté des cyclistes leur permet d'éviter de nombreux accidents.",NULL,"accepted","Philippe Jaouen","22","Pessac","Mettre en place le Savoir Rouler À Vélo (SRAV) jusqu’au niveau 3","Les écoles","4"
"341","66","19","2026-01-26 12:31:49","2026-01-26 12:46:41","Quid de la depose des enfants par les parents automobilistes se rendant a leur travail ?",NULL,"refused","Philippe Jaouen","22","Pessac","Transformer les rues des écoles en lieux de vie sans voiture","Les écoles","4"
"342","66","20","2026-01-26 12:31:49","2026-01-26 12:59:48","A Pessac, organiser des semaines à velo ou les enfants gagnent des points à chaque déplacement velo, points comptabilisés en classe par les enseignants.
Les points seraient mis en face d'un equivalent imagé de reduction du CO2.
Une autre idée serait d’ouvrir un atelier associatif de reparation et entretien vélo subventionné par la commune.",NULL,"accepted","Philippe Jaouen","22","Pessac","Mettre en place et soutenir des initiatives pour inciter et faciliter le déplacement des enfants à vélo ou à pied","Les écoles","4"
"343","66","21","2026-01-26 12:31:49","2026-01-26 12:56:48","De nombreuses gares TER sur Pessac proposent des places de parking velo non sécurisées et exposées à la pluie.
Ces places sont l'objet de vols de velo ou de leurs accessoires.
Pour les places securisees en gare par exemple, il faut disposer d'un abonnement TER ce qui ne fait pas sens pour ceux qui n'en possedent pas et veulent pouvoir utiliser leur velo pour les derniers kms.",NULL,"accepted","Philippe Jaouen","22","Pessac","Proposer des stationnements sécurisés, faciles d’accès, et quantitativement adaptés à chaque gare ou pôle multimodal.","Intermodalité et stationnements","5"
"344","66","22","2026-01-26 12:31:49","2026-01-26 12:56:48","Pas adapté à Pessac.",NULL,"refused","Philippe Jaouen","22","Pessac","Développer des parkings sécurisés type Metstation dans les secteurs de stationnement tendus et les pôles d’intérêt majeurs","Intermodalité et stationnements","5"
"345","66","23","2026-01-26 12:31:49","2026-01-26 12:56:48","cf commentaire precedent sur le stationnement velo en gare",NULL,"accepted","Philippe Jaouen","22","Pessac","Proposer une offre simplifiée, unique, sans abonnement, permettant l’accès à l’ensemble du stationnement de la métropole","Intermodalité et stationnements","5"
"346","66","24","2026-01-26 12:31:49","2026-01-26 12:56:48","Surtout en gare et noeuds de communication",NULL,"accepted","Philippe Jaouen","22","Pessac","Multiplier le nombre de Vélobox dans les quartiers.","Intermodalité et stationnements","5"
"347","66","40","2026-01-26 12:31:49","2026-01-26 12:56:48","Les quartiers éloignés du centre de Pessac (Cap de Bos, Magonty ...) ne sont pas desservis.",NULL,"accepted","Philippe Jaouen","22","Pessac","Renforcer le maillage territorial du « vélo par TBM »","Intermodalité et stationnements","5"
"348","66","25","2026-01-26 12:31:49","2026-01-26 12:56:48","Non prioritaire",NULL,"refused","Philippe Jaouen","22","Pessac","Uniformiser la couleur des aménagements cyclables","Guide aménagements Sécurité et confort","6"
"349","66","26","2026-01-26 12:31:49","2026-01-26 12:56:48","Premier objectif : créer suffisamment de pistes cyclables.",NULL,"refused","Philippe Jaouen","22","Pessac","Ne plus utiliser le stabilisé et le béton pour les trottoirs et pistes cyclables","Guide aménagements Sécurité et confort","6"
"350","66","27","2026-01-26 12:31:49","2026-01-26 12:56:48","A adapter à certains points névralgiques de Pessac.",NULL,"accepted","Philippe Jaouen","22","Pessac","Généraliser la création de trottoirs et pistes traversantes","Guide aménagements Sécurité et confort","6"
"351","66","28","2026-01-26 12:31:49","2026-01-26 12:56:48","Dans la limite du budget voierie.",NULL,"accepted","Philippe Jaouen","22","Pessac","Aménager des trottoirs plats sans “bateaux”","Guide aménagements Sécurité et confort","6"
"352","66","29","2026-01-26 12:31:49","2026-01-26 12:56:48","Non prioritaire",NULL,"refused","Philippe Jaouen","22","Pessac","Réaliser tous les aménagements cyclables sans bordures","Guide aménagements Sécurité et confort","6"
"353","66","30","2026-01-26 12:31:49","2026-01-26 12:56:48","Accepté seulement dans les cas où l'arret de bus ne se situe pas sur une voie dédiée BUS",NULL,"accepted","Philippe Jaouen","22","Pessac","Généraliser les arrêts de bus flottants","Guide aménagements Sécurité et confort","6"
"354","66","31","2026-01-26 12:31:49","2026-01-26 12:56:48","Faisabilité delicate. Financement important.",NULL,"refused","Philippe Jaouen","22","Pessac","Créer une zone tampon pour mettre à distance du stationnement les bandes/pistes cyclables pour éviter le risque d’emportiérage","Guide aménagements Sécurité et confort","6"
"355","66","32","2026-01-26 12:31:49","2026-01-26 12:56:48","Non sécurisant.",NULL,"accepted","Philippe Jaouen","22","Pessac","Sécuriser les sas vélo en peignant leur emprise sur la chaussée, et en retirant le petit feu tricolore du bas","Guide aménagements Sécurité et confort","6"
"356","66","33","2026-01-26 12:31:49","2026-01-26 12:56:48","Aspect pratique et efficacité non démontré.
Le risque existe toujours, juste reporté de quelques metres. 
Financement important et surface non nécessairement disponible.",NULL,"refused","Philippe Jaouen","22","Pessac","Réaliser tous les giratoires sur le principe des ronds-points hollandais.","Guide aménagements Sécurité et confort","6"
"357","66","34","2026-01-26 12:31:49","2026-01-26 12:56:48","Necessaire.",NULL,"accepted","Philippe Jaouen","22","Pessac","Elaborer un plan vélo à l’échelle de ma commune","Elaborer un Plan vélo","7"
"358","66","35","2026-01-26 12:31:49","2026-01-26 12:56:48","Evident",NULL,"accepted","Philippe Jaouen","22","Pessac","Respecter la loi LOM (L228-2 du code de l’environnement)","Elaborer un Plan vélo","7"
"359","66","36","2026-01-26 12:31:49","2026-01-26 12:56:48","Sensibiliser les jeunes au velo par des journées velo ou l'offre de location de velo serait gratuite.",NULL,"accepted","Philippe Jaouen","22","Pessac","Communiquer favorablement et régulièrement sur le vélo","Elaborer un Plan vélo","7"
"360","66","37","2026-01-26 12:31:49","2026-01-26 12:56:48","Organiser des referendums velos, laisser s'exprimer les cyclistes démocratiquement.",NULL,"accepted","Philippe Jaouen","22","Pessac","Organiser des rencontres avec les associations","Elaborer un Plan vélo","7"
"361","66","41","2026-01-26 12:31:49","2026-01-26 12:56:48","Aides variables suivant les revenus.",NULL,"accepted","Philippe Jaouen","22","Pessac","Proposer des aides à l'achat de vélos électriques ou cargos","Elaborer un Plan vélo","7"
"362","9","1","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Poursuivre le développement du ReVE en respectant l’ambition et les standards votés en 2021.","Circuler dans la Métropole","1"
"363","9","2","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Accélérer le déploiement du ReVE pour tenir l’échéance de livraison fixée à 2030","Circuler dans la Métropole","1"
"364","9","4","2026-02-03 14:14:12","2026-02-03 14:14:12","Nous portons une volonté forte d'une démocratie locale plus active. Dès lors, si l'objectif est intéressant, il ne peut être décliné sans une discussion préalable et approfondie avec les concitoyens. Le le problème n’est pas seulement le différentiel de vitesse mais la lisibilité de l’espace public et son partage « apaisé », si l'on veut développer les différents usages. Il faut travailler le vivre ensemble et donc le ""bouger ensemble"".",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Soutenir la mise en place et la communication pour une métropole à 30 km/h","Circuler dans la Métropole","1"
"365","9","5","2026-02-03 14:14:12","2026-02-03 14:14:12","La question du M12 tri directionnel est à étudier finement notamment au regard des différents profils de cyclistes.",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Généraliser le panneau M12 au grand format","Circuler dans la Métropole","1"
"366","9","6","2026-02-03 14:14:12","2026-02-03 14:14:12","Si l'intention est louable, il est indispensable de l'inscrire dans une lecture globale des capacités financières de la Métropole.",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Renforcer le Service Modes Actifs en moyens humains, financiers, et décisionnels.","Circuler dans la Métropole","1"
"367","9","7","2026-02-03 14:14:12","2026-02-03 14:14:12","Le sujet va au-delà des piétons et des cyclistes mais concerne aussi les riverains. En tout état de cause, la charte de chantier doit inclure l'ensemble des externalités.",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Créer et mettre en place une charte de chantier pour prendre en compte les cyclistes et les piéton⋅nes lors des travaux de voirie","Circuler dans la Métropole","1"
"368","9","38","2026-02-03 14:14:12","2026-02-03 14:14:12","Dans le respect de l'avis de la communes principalement concernée",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Soutenir la création d’une piste cyclable en site propre sur les boulevards","Circuler dans la Métropole","1"
"369","9","39","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Améliorer les traversées dangereuses au-dessus de la rocade","Circuler dans la Métropole","1"
"370","9","8","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Privilégier dans l’ordre piéton⋅nes, vélos, transports en commun, puis l’espace alloué à la voiture individuelle","Circuler dans mon Quartier","2"
"371","9","9","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Repenser les plans de circulation de chaque quartier en limitant le transit motorisé","Circuler dans mon Quartier","2"
"372","9","10","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Connecter les quartiers au ReVE ou aux grandes pistes de la métropole avec des aménagements cyclables tels que des vélorues.","Circuler dans mon Quartier","2"
"373","9","11","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Marquer les entrées de quartier pour créer un effet de porte très lisible","Circuler dans mon Quartier","2"
"374","9","12","2026-02-03 14:14:12","2026-02-03 14:14:12","L'enjeu de l'avancée en âge doit nous faire être attentif aux accessibilités pour l'ensemble de la population. C'est une demande forte pour certaines personnes où le cadre légal est trop binaire, entre stationnement ouvert aux porteurs de CMI-S, arrêt minute....",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Augmenter l'espace consacré aux modes actifs en diminuant notamment le stationnement en voirie.","Circuler dans mon Quartier","2"
"375","9","13","2026-02-03 14:14:12","2026-02-03 14:14:12","Si l'objectif est louable, cela demeure une solution intermédiaire efficace et l'évitement induit forcément des faisabilités contraintes",NULL,"refused","Sébastien Saint Pasteur","22","Pessac","Éviter les couloirs partagés Bus/vélo","Circuler dans mon Quartier","2"
"376","9","14","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Développer des cœurs de quartier piéton ainsi que des trames piétonnes","Les piétons","3"
"377","9","15","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Proposer une alternative cyclable aux principaux axes piétons","Les piétons","3"
"378","9","16","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Généraliser les trottoirs traversants","Les piétons","3"
"379","9","17","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Réaliser des trottoirs plats","Les piétons","3"
"380","9","18","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Mettre en place le Savoir Rouler À Vélo (SRAV) jusqu’au niveau 3","Les écoles","4"
"381","9","19","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Transformer les rues des écoles en lieux de vie sans voiture","Les écoles","4"
"382","9","20","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Mettre en place et soutenir des initiatives pour inciter et faciliter le déplacement des enfants à vélo ou à pied","Les écoles","4"
"383","9","21","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Proposer des stationnements sécurisés, faciles d’accès, et quantitativement adaptés à chaque gare ou pôle multimodal.","Intermodalité et stationnements","5"
"384","9","22","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Développer des parkings sécurisés type Metstation dans les secteurs de stationnement tendus et les pôles d’intérêt majeurs","Intermodalité et stationnements","5"
"385","9","23","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Proposer une offre simplifiée, unique, sans abonnement, permettant l’accès à l’ensemble du stationnement de la métropole","Intermodalité et stationnements","5"
"386","9","24","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Multiplier le nombre de Vélobox dans les quartiers.","Intermodalité et stationnements","5"
"387","9","40","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Renforcer le maillage territorial du « vélo par TBM »","Intermodalité et stationnements","5"
"388","9","25","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Uniformiser la couleur des aménagements cyclables","Guide aménagements Sécurité et confort","6"
"389","9","26","2026-02-03 14:14:12","2026-02-03 14:14:12","Le sujet est malheureusement plus complexe et il faut aller vers le plus de confort possible en tenant compte des enjeux d'imperméabilisation",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Ne plus utiliser le stabilisé et le béton pour les trottoirs et pistes cyclables","Guide aménagements Sécurité et confort","6"
"390","9","27","2026-02-03 14:14:12","2026-02-03 14:14:12","Cela pose néanmoins de très importants problèmes de mises en œuvre au regard de la réglementation et des hauteurs actuelles des trottoirs.",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Généraliser la création de trottoirs et pistes traversantes","Guide aménagements Sécurité et confort","6"
"391","9","28","2026-02-03 14:14:12","2026-02-03 14:14:12","Attention aux enjeux d'écoulement des eaux néanmoins.",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Aménager des trottoirs plats sans “bateaux”","Guide aménagements Sécurité et confort","6"
"392","9","29","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Réaliser tous les aménagements cyclables sans bordures","Guide aménagements Sécurité et confort","6"
"393","9","30","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Généraliser les arrêts de bus flottants","Guide aménagements Sécurité et confort","6"
"394","9","31","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Créer une zone tampon pour mettre à distance du stationnement les bandes/pistes cyclables pour éviter le risque d’emportiérage","Guide aménagements Sécurité et confort","6"
"395","9","32","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Sécuriser les sas vélo en peignant leur emprise sur la chaussée, et en retirant le petit feu tricolore du bas","Guide aménagements Sécurité et confort","6"
"396","9","33","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Réaliser tous les giratoires sur le principe des ronds-points hollandais.","Guide aménagements Sécurité et confort","6"
"397","9","34","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Elaborer un plan vélo à l’échelle de ma commune","Elaborer un Plan vélo","7"
"398","9","35","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Respecter la loi LOM (L228-2 du code de l’environnement)","Elaborer un Plan vélo","7"
"399","9","36","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Communiquer favorablement et régulièrement sur le vélo","Elaborer un Plan vélo","7"
"400","9","37","2026-02-03 14:14:12","2026-02-03 14:14:12",NULL,NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Organiser des rencontres avec les associations","Elaborer un Plan vélo","7"
"401","9","41","2026-02-03 14:14:12","2026-02-03 14:14:12","Nous aurons des propositions sur ce sujet",NULL,"accepted","Sébastien Saint Pasteur","22","Pessac","Proposer des aides à l'achat de vélos électriques ou cargos","Elaborer un Plan vélo","7"
"402","52","1","2026-02-04 09:06:08","2026-02-04 09:06:08","nous sommes déterminés à mener une politique volontariste de développement de la pratique cycliste. nous veillerons à inscrire le REVE dans le prochain CODEV",NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Poursuivre le développement du ReVE en respectant l’ambition et les standards votés en 2021.","Circuler dans la Métropole","1"
"403","52","2","2026-02-04 09:06:08","2026-02-04 09:06:08","cet échéancier ne dépend pas de nous mais de la Métropole",NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Accélérer le déploiement du ReVE pour tenir l’échéance de livraison fixée à 2030","Circuler dans la Métropole","1"
"404","52","4","2026-02-04 09:06:08","2026-02-04 09:06:08","nous avons dès 2023 réduit la vitesse dans la ville à 30 kmh sur 90% des voies",NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Soutenir la mise en place et la communication pour une métropole à 30 km/h","Circuler dans la Métropole","1"
"405","52","5","2026-02-04 09:06:08","2026-02-04 09:06:08",NULL,NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Généraliser le panneau M12 au grand format","Circuler dans la Métropole","1"
"406","52","6","2026-02-04 09:06:08","2026-02-04 09:06:08","c'est un engagement qui nous échappe un peu",NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Renforcer le Service Modes Actifs en moyens humains, financiers, et décisionnels.","Circuler dans la Métropole","1"
"407","52","7","2026-02-04 09:06:08","2026-02-04 09:06:08",NULL,NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Créer et mettre en place une charte de chantier pour prendre en compte les cyclistes et les piéton⋅nes lors des travaux de voirie","Circuler dans la Métropole","1"
"408","52","38","2026-02-04 09:06:08","2026-02-04 09:06:08","pas concerné",NULL,"refused","Patrick Labesse","10","Carbon-Blanc","Soutenir la création d’une piste cyclable en site propre sur les boulevards","Circuler dans la Métropole","1"
"409","52","39","2026-02-04 09:06:08","2026-02-04 09:06:08","pas concerné",NULL,"refused","Patrick Labesse","10","Carbon-Blanc","Améliorer les traversées dangereuses au-dessus de la rocade","Circuler dans la Métropole","1"
"410","52","8","2026-02-04 09:06:08","2026-02-04 09:06:08","c'est un objectif qu'il faut concilier avec l'infrastructure dont on dispose",NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Privilégier dans l’ordre piéton⋅nes, vélos, transports en commun, puis l’espace alloué à la voiture individuelle","Circuler dans mon Quartier","2"
"411","52","9","2026-02-04 09:06:08","2026-02-04 09:06:08","nous avons la volonté de faire en sorte que la circulation dans les quartiers résidentiels soit réservée aux résidents",NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Repenser les plans de circulation de chaque quartier en limitant le transit motorisé","Circuler dans mon Quartier","2"
"412","52","10","2026-02-04 09:06:08","2026-02-04 09:06:08","lorsque cela est possible",NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Connecter les quartiers au ReVE ou aux grandes pistes de la métropole avec des aménagements cyclables tels que des vélorues.","Circuler dans mon Quartier","2"
"413","52","11","2026-02-04 09:06:08","2026-02-04 09:06:08","pas adapté à notre forme urbaine",NULL,"refused","Patrick Labesse","10","Carbon-Blanc","Marquer les entrées de quartier pour créer un effet de porte très lisible","Circuler dans mon Quartier","2"
"414","52","12","2026-02-04 09:06:08","2026-02-04 09:06:08","nous ne sommes pas en mesure au regard des usages actuels de réduire le staionnement en voirie",NULL,"refused","Patrick Labesse","10","Carbon-Blanc","Augmenter l'espace consacré aux modes actifs en diminuant notamment le stationnement en voirie.","Circuler dans mon Quartier","2"
"415","52","13","2026-02-04 09:06:08","2026-02-04 09:06:08",NULL,NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Éviter les couloirs partagés Bus/vélo","Circuler dans mon Quartier","2"
"416","52","14","2026-02-04 09:06:08","2026-02-04 09:06:08","nous intégrerons cette préoccupation dans l'aménagement du centre bourg",NULL,"accepted","Patrick Labesse","10","Carbon-Blanc","Développer des cœurs de quartier piéton ainsi que des trames piétonnes","Les piétons","3"
"417","52","15","2026-02-04 09:06:08","2026-02-04 09:06:08","pas adapté à notre forme urbaine",NULL,"refused","Patrick Labesse","10","Carbon-Blanc","Proposer une alternative cyclable aux principaux axes piétons","Les piétons","3"
